I	0	1000	22
I	1000	2000	49
I	2000	3000	30
I	3000	4000	33
I	4000	5000	21
I	5000	6000	21
I	6000	7000	26
I	7000	8000	11
I	8000	9000	23
I	9000	10000	26
I	10000	11000	17
I	11000	12000	30
I	12000	13000	23
I	13000	14000	28
I	14000	15000	17
I	15000	16000	23
I	16000	17000	18
I	17000	18000	27
I	18000	19000	36
I	19000	20000	30
I	20000	21000	21
I	21000	22000	15
I	22000	23000	17
I	23000	24000	20
I	24000	25000	22
I	25000	26000	18
I	26000	27000	14
I	27000	28000	18
I	28000	29000	43
I	29000	30000	6
I	30000	31000	28
I	31000	32000	17
I	32000	33000	17
I	33000	34000	32
I	34000	35000	30
I	35000	36000	14
I	36000	37000	23
I	37000	38000	12
I	38000	39000	16
I	39000	40000	33
I	40000	41000	17
I	41000	42000	31
I	42000	43000	14
I	43000	44000	25
I	44000	45000	20
I	45000	46000	22
I	46000	47000	17
I	47000	48000	11
I	48000	49000	24
I	49000	50000	21
I	50000	51000	33
I	51000	52000	17
I	52000	53000	11
I	53000	54000	17
I	54000	55000	17
I	55000	56000	29
I	56000	57000	25
I	57000	58000	21
I	58000	59000	28
I	59000	60000	17
I	60000	61000	18
I	61000	62000	20
I	62000	63000	26
I	63000	64000	36
I	64000	65000	19
I	65000	66000	35
I	66000	67000	37
I	67000	68000	26
I	68000	69000	19
I	69000	70000	22
I	70000	71000	15
I	71000	72000	19
I	72000	73000	17
I	73000	74000	18
I	74000	75000	20
I	75000	76000	13
I	76000	77000	28
I	77000	78000	20
I	78000	79000	28
I	79000	80000	28
I	80000	81000	22
I	81000	82000	19
I	82000	83000	22
I	83000	84000	12
I	84000	85000	12
I	85000	86000	15
I	86000	87000	10
I	87000	88000	21
I	88000	89000	19
I	89000	90000	22
I	90000	91000	21
I	91000	92000	21
I	92000	93000	14
I	93000	94000	13
I	94000	95000	19
I	95000	96000	21
I	96000	97000	21
I	97000	98000	18
I	98000	99000	8
I	99000	100000	21
I	100000	101000	10
I	101000	102000	22
I	102000	103000	15
I	103000	104000	17
I	104000	105000	12
I	105000	106000	31
I	106000	107000	27
I	107000	108000	16
I	108000	109000	15
I	109000	110000	16
I	110000	111000	17
I	111000	112000	6
I	112000	113000	6
I	113000	114000	17
I	114000	115000	14
I	115000	116000	26
I	116000	117000	25
I	117000	118000	16
I	118000	119000	12
I	119000	120000	18
I	120000	121000	13
I	121000	122000	18
I	122000	123000	28
I	123000	124000	25
I	124000	125000	19
I	125000	126000	17
I	126000	127000	26
I	127000	128000	20
I	128000	129000	16
I	129000	130000	18
I	130000	131000	17
I	131000	132000	31
I	132000	133000	14
I	133000	134000	16
I	134000	135000	21
I	135000	136000	11
I	136000	137000	24
I	137000	138000	12
I	138000	139000	16
I	139000	140000	18
I	140000	141000	15
I	141000	142000	11
