A B C D
308,22 143,187 0,330 145,185
330,0 330,0 330,0 316,14
330,0 330,0 304,26 330,0
326,4 330,0 330,0 330,0
330,0 330,0 330,0 302,28
330,0 323,7 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 330,0 302,28
323,7 330,0 330,0 330,0
324,6 330,0 330,0 330,0
324,6 330,0 330,0 330,0
279,51 325,5 315,15 330,0
326,4 330,0 330,0 330,0
321,9 312,18 312,18 310,20
326,4 330,0 330,0 330,0
330,0 310,20 330,0 330,0
306,24 160,170 10,320 145,185
330,0 330,0 330,0 316,14
326,4 330,0 330,0 330,0
326,4 330,0 330,0 330,0
330,0 323,7 330,0 330,0
324,6 330,0 330,0 330,0
327,3 330,0 330,0 330,0
330,0 323,7 330,0 330,0
330,0 330,0 304,26 330,0
317,13 311,19 330,0 330,0
319,11 330,0 306,24 330,0
326,4 330,0 330,0 330,0
279,51 325,5 315,15 330,0
306,24 158,172 0,330 144,186
330,0 330,0 321,9 324,6
330,0 330,0 330,0 316,14
330,0 330,0 330,0 316,14
330,0 310,20 330,0 294,36
330,0 330,0 330,0 302,28
330,0 330,0 304,26 330,0
330,0 330,0 330,0 320,10
330,0 330,0 330,0 316,14
322,8 330,0 330,0 330,0
324,6 330,0 330,0 330,0
330,0 323,7 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 304,26 330,0
326,4 330,0 330,0 330,0
330,0 308,22 330,0 295,35
317,13 311,19 330,0 330,0
306,24 159,171 0,330 144,186
330,0 330,0 330,0 316,14
330,0 330,0 330,0 316,14
330,0 323,7 330,0 330,0
279,51 325,5 315,15 330,0
324,6 330,0 330,0 330,0
317,13 311,19 330,0 330,0
330,0 330,0 330,0 316,14
330,0 310,20 330,0 294,36
330,0 330,0 330,0 316,14
320,10 330,0 330,0 328,2
322,8 330,0 330,0 330,0
108,222 276,54 233,97 216,114
318,12 312,18 330,0 319,11
326,4 330,0 330,0 330,0
330,0 325,5 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 330,0 316,14
330,0 330,0 330,0 302,28
307,23 154,176 19,311 135,195
330,0 310,20 330,0 330,0
326,4 330,0 330,0 330,0
326,4 330,0 330,0 330,0
326,4 330,0 330,0 330,0
330,0 323,7 330,0 330,0
317,13 311,19 330,0 330,0
323,7 330,0 330,0 298,32
279,51 325,5 315,15 330,0
330,0 330,0 330,0 316,14
305,25 160,170 0,330 144,186
330,0 330,0 330,0 316,14
324,6 330,0 330,0 330,0
330,0 312,18 330,0 286,44
330,0 330,0 305,25 330,0
326,4 330,0 330,0 330,0
330,0 330,0 304,26 330,0
330,0 330,0 330,0 316,14
330,0 330,0 330,0 316,14
330,0 319,11 330,0 330,0
96,234 299,31 330,0 270,60
330,0 323,7 330,0 330,0
324,6 330,0 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 304,26 330,0
330,0 330,0 330,0 316,14
326,4 330,0 330,0 330,0
330,0 325,5 330,0 330,0
306,24 157,173 0,330 145,185
327,3 330,0 330,0 330,0
267,63 305,25 330,0 292,38
322,8 330,0 303,27 330,0
330,0 330,0 330,0 316,14
330,0 330,0 305,25 330,0
326,4 330,0 330,0 330,0
330,0 330,0 330,0 316,14
326,4 330,0 330,0 330,0
330,0 330,0 330,0 302,28
330,0 325,5 330,0 330,0
330,0 310,20 330,0 294,36
326,4 330,0 330,0 323,7
330,0 330,0 306,24 330,0
330,0 330,0 323,7 323,7
329,1 330,0 317,13 330,0
324,6 330,0 330,0 330,0
326,4 330,0 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 330,0 248,82
314,16 330,0 330,0 330,0
200,130 174,156 0,330 195,135
330,0 310,20 330,0 294,36
326,4 330,0 330,0 330,0
306,24 204,126 263,67 330,0
324,6 330,0 330,0 330,0
330,0 330,0 330,0 316,14
330,0 310,20 330,0 294,36
326,4 330,0 330,0 330,0
330,0 330,0 330,0 316,14
320,10 307,23 213,117 262,68
96,234 298,32 330,0 270,60
330,0 316,14 330,0 328,2
324,6 330,0 330,0 330,0
330,0 330,0 330,0 316,14
330,0 330,0 330,0 302,28
330,0 330,0 330,0 316,14
326,4 330,0 330,0 330,0
97,233 298,32 330,0 275,55
330,0 311,19 330,0 330,0
324,6 330,0 330,0 330,0
330,0 330,0 330,0 316,14
317,13 311,19 330,0 330,0
326,4 330,0 330,0 330,0
330,0 330,0 330,0 316,14
327,3 330,0 330,0 330,0
330,0 310,20 330,0 294,36
330,0 330,0 304,26 330,0
326,4 330,0 330,0 330,0
